work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,company_location,company_size,job_type
2022,Senior,FT,Data Scientist,150000,USD,150000,US,US,Medium,onsite
2022,Senior,FT,Data Scientist,211500,USD,211500,US,US,Medium,remote
2022,Senior,FT,Data Architect,192400,USD,192400,CA,CA,Medium,remote
2022,Senior,FT,Data Architect,90700,USD,90700,CA,CA,Medium,remote
2022,Senior,FT,Data Analyst,130000,USD,130000,CA,CA,Medium,remote
2022,Senior,FT,Data Analyst,61300,USD,61300,CA,CA,Medium,remote
2022,Senior,FT,Data Engineer,160000,USD,160000,US,US,Large,onsite
2022,Senior,FT,Data Scientist,138600,USD,138600,US,US,Medium,remote
2022,Senior,FT,Data Engineer,136000,USD,136000,US,US,Medium,onsite
2022,Mid,FT,Data Analyst,58000,USD,58000,US,US,Small,onsite
2022,Executive,FT,Analytics Engineer,135000,USD,135000,US,US,Medium,remote
2022,Senior,FT,Data Scientist,170000,USD,170000,US,US,Medium,remote
2022,Senior,FT,Machine Learning Engineer,189650,USD,189650,US,US,Medium,onsite
2022,Senior,FT,Machine Learning Engineer,164996,USD,164996,US,US,Medium,onsite
2022,Mid,FT,ETL Developer,50000,EUR,54957,GR,GR,Medium,onsite
2022,Executive,FT,Lead Data Engineer,150000,CAD,118187,CA,CA,Small,remote
2022,Senior,FT,Data Analyst,132000,USD,132000,US,US,Medium,onsite
2022,Senior,FT,Data Architect,208775,USD,208775,US,US,Medium,remote
2022,Senior,FT,Data Architect,147800,USD,147800,US,US,Medium,remote
2022,Senior,FT,Data Engineer,136994,USD,136994,US,US,Medium,remote
2022,Senior,FT,Data Engineer,101570,USD,101570,US,US,Medium,remote
2022,Senior,FT,Data Analyst,128875,USD,128875,US,US,Medium,remote
2022,Senior,FT,Data Analyst,93700,USD,93700,US,US,Medium,remote
2022,Executive,FT,Head of Machine Learning,6000000,INR,79039,IN,IN,Large,hybrid
2022,Entry,FT,Machine Learning Engineer,28500,GBP,37300,GB,GB,Large,remote
2022,Senior,FT,Data Analyst,164000,USD,164000,US,US,Medium,onsite
2022,Senior,FT,Data Engineer,155000,USD,155000,US,US,Medium,remote
2022,Mid,FT,Machine Learning Engineer,95000,GBP,124333,GB,GB,Medium,onsite
2022,Mid,FT,Machine Learning Engineer,75000,GBP,98158,GB,GB,Medium,onsite
2022,Mid,FT,AI Scientist,120000,USD,120000,US,US,Medium,onsite
2022,Senior,FT,Data Analytics Manager,145000,USD,145000,US,US,Medium,remote
2022,Senior,FT,Data Analytics Manager,105400,USD,105400,US,US,Medium,remote
2022,Mid,FT,Machine Learning Engineer,80000,EUR,87932,FR,DE,Medium,remote
2022,Mid,FT,Data Engineer,90000,GBP,117789,GB,GB,Medium,onsite
2022,Senior,FT,Data Scientist,215300,USD,215300,US,US,Large,remote
2022,Senior,FT,Data Scientist,158200,USD,158200,US,US,Large,remote
2022,Senior,FT,Data Engineer,209100,USD,209100,US,US,Large,remote
2022,Senior,FT,Data Engineer,154600,USD,154600,US,US,Large,remote
2022,Senior,FT,Data Analyst,115934,USD,115934,US,US,Medium,onsite
2022,Senior,FT,Data Analyst,81666,USD,81666,US,US,Medium,onsite
2022,Senior,FT,Data Engineer,175000,USD,175000,US,US,Medium,remote
2022,Mid,FT,Data Engineer,75000,GBP,98158,GB,GB,Medium,onsite
2022,Senior,FT,Data Engineer,183600,USD,183600,US,US,Large,remote
2022,Mid,FT,Data Analyst,40000,GBP,52351,GB,GB,Medium,remote
2022,Senior,FT,Data Scientist,180000,USD,180000,US,US,Medium,remote
2022,Mid,FT,Data Scientist,55000,GBP,71982,GB,GB,Medium,onsite
2022,Mid,FT,Data Scientist,35000,GBP,45807,GB,GB,Medium,onsite
2022,Mid,FT,Data Engineer,60000,EUR,65949,GR,GR,Medium,remote
2022,Mid,FT,Data Engineer,45000,EUR,49461,GR,GR,Medium,remote
2022,Mid,FT,Data Engineer,60000,GBP,78526,GB,GB,Medium,remote
2022,Mid,FT,Data Engineer,45000,GBP,58894,GB,GB,Medium,remote
2022,Senior,FT,Data Scientist,260000,USD,260000,US,US,Medium,remote
2022,Senior,FT,Data Science Engineer,60000,USD,60000,AR,MX,Large,remote
2022,Mid,FT,Data Engineer,63900,USD,63900,US,US,Medium,onsite
2022,Mid,FT,Machine Learning Scientist,160000,USD,160000,US,US,Large,remote
2022,Mid,FT,Machine Learning Scientist,112300,USD,112300,US,US,Large,remote
2022,Mid,FT,Data Science Manager,241000,USD,241000,US,US,Medium,remote
2022,Mid,FT,Data Science Manager,159000,USD,159000,US,US,Medium,remote
2022,Senior,FT,Data Scientist,180000,USD,180000,US,US,Medium,onsite
2022,Senior,FT,Data Scientist,80000,USD,80000,US,US,Medium,onsite
2022,Mid,FT,Data Engineer,82900,USD,82900,US,US,Medium,onsite
2022,Senior,FT,Data Engineer,100800,USD,100800,US,US,Large,remote
2022,Mid,FT,Data Engineer,45000,EUR,49461,ES,ES,Medium,remote
2022,Senior,FT,Data Scientist,140400,USD,140400,US,US,Large,onsite
2022,Mid,FT,Data Analyst,30000,GBP,39263,GB,GB,Medium,remote
2022,Mid,FT,Data Analyst,40000,EUR,43966,ES,ES,Medium,remote
2022,Mid,FT,Data Analyst,30000,EUR,32974,ES,ES,Medium,remote
2022,Mid,FT,Data Engineer,80000,EUR,87932,ES,ES,Medium,remote
2022,Mid,FT,Data Engineer,70000,EUR,76940,ES,ES,Medium,remote
2022,Mid,FT,Data Engineer,80000,GBP,104702,GB,GB,Medium,remote
2022,Mid,FT,Data Engineer,70000,GBP,91614,GB,GB,Medium,remote
2022,Mid,FT,Data Engineer,60000,EUR,65949,ES,ES,Medium,remote
2022,Mid,FT,Data Engineer,80000,EUR,87932,GR,GR,Medium,remote
2022,Mid,FT,Data Analyst,40000,EUR,43966,GR,GR,Medium,remote
2022,Mid,FT,Data Analyst,30000,EUR,32974,GR,GR,Medium,remote
2022,Mid,FT,Data Engineer,75000,GBP,98158,GB,GB,Medium,remote
2022,Senior,FT,Data Scientist,215300,USD,215300,US,US,Large,onsite
2022,Mid,FT,Data Engineer,70000,EUR,76940,GR,GR,Medium,remote
2022,Senior,FT,Data Engineer,180000,USD,180000,US,US,Medium,remote
2022,Entry,FT,ML Engineer,20000,EUR,21983,PT,PT,Large,remote
2022,Senior,FT,Data Engineer,80000,USD,80000,US,US,Medium,remote
2022,Mid,FT,Machine Learning Developer,100000,CAD,78791,CA,CA,Medium,remote
2022,Executive,FT,Director of Data Science,250000,CAD,196979,CA,CA,Large,hybrid
2022,Mid,FT,Machine Learning Engineer,120000,USD,120000,US,US,Small,remote
2022,Entry,FT,Computer Vision Engineer,125000,USD,125000,US,US,Medium,onsite
2022,Mid,FT,NLP Engineer,240000,CNY,37236,US,US,Large,hybrid
2022,Senior,FT,Data Engineer,105000,USD,105000,US,US,Medium,remote
2022,Senior,FT,Lead Machine Learning Engineer,80000,EUR,87932,DE,DE,Medium,onsite
2022,Mid,FT,Business Data Analyst,1400000,INR,18442,IN,IN,Medium,remote
2022,Mid,FT,Data Scientist,2400000,INR,31615,IN,IN,Large,remote
2022,Mid,FT,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,PT,Large,hybrid
2022,Entry,FT,Financial Data Analyst,100000,USD,100000,US,US,Large,hybrid
2022,Mid,PT,Data Engineer,50000,EUR,54957,DE,DE,Large,hybrid
2022,Entry,FT,Data Scientist,1400000,INR,18442,IN,IN,Medium,remote
2022,Senior,FT,Principal Data Scientist,148000,EUR,162674,DE,DE,Medium,remote
2022,Entry,FT,Data Engineer,120000,USD,120000,US,US,Medium,remote
2022,Senior,FT,Research Scientist,144000,USD,144000,US,US,Large,hybrid
2022,Senior,FT,Data Scientist,104890,USD,104890,US,US,Medium,remote
2022,Senior,FT,Data Engineer,100000,USD,100000,US,US,Medium,remote
2022,Senior,FT,Data Scientist,140000,USD,140000,US,US,Medium,remote
2022,Mid,FT,Data Analyst,135000,USD,135000,US,US,Medium,remote
2022,Mid,FT,Data Analyst,50000,USD,50000,US,US,Medium,remote
2022,Senior,FT,Data Scientist,220000,USD,220000,US,US,Medium,remote
2022,Mid,FT,Data Scientist,140000,GBP,183228,GB,GB,Medium,onsite
2022,Mid,FT,Data Scientist,70000,GBP,91614,GB,GB,Medium,onsite
2022,Senior,FT,Data Scientist,185100,USD,185100,US,US,Medium,remote
2022,Senior,FT,Machine Learning Engineer,220000,USD,220000,US,US,Medium,remote
2022,Mid,FT,Data Scientist,200000,USD,200000,US,US,Medium,remote
2022,Mid,FT,Data Scientist,120000,USD,120000,US,US,Medium,remote
2022,Senior,FT,Machine Learning Engineer,120000,USD,120000,AE,AE,Small,remote
2022,Senior,FT,Machine Learning Engineer,65000,USD,65000,AE,AE,Small,remote
2022,Executive,FT,Data Engineer,324000,USD,324000,US,US,Medium,remote
2022,Executive,FT,Data Engineer,216000,USD,216000,US,US,Medium,remote
2022,Senior,FT,Data Engineer,210000,USD,210000,US,US,Medium,remote
2022,Senior,FT,Machine Learning Engineer,120000,USD,120000,US,US,Medium,remote
2022,Senior,FT,Data Scientist,230000,USD,230000,US,US,Medium,remote
2022,Entry,PT,Data Scientist,100000,USD,100000,DZ,DZ,Medium,hybrid
2022,Mid,FL,Data Scientist,100000,USD,100000,CA,US,Medium,remote
2022,Entry,CT,Applied Machine Learning Scientist,29000,EUR,31875,TN,CZ,Medium,remote
2022,Senior,FT,Head of Data,200000,USD,200000,MY,US,Medium,remote
2022,Mid,FT,Principal Data Analyst,75000,USD,75000,CA,CA,Small,remote
2022,Mid,FT,Data Scientist,150000,PLN,35590,PL,PL,Large,remote
2022,Senior,FT,Machine Learning Developer,100000,CAD,78791,CA,CA,Medium,remote
2022,Senior,FT,Data Scientist,100000,USD,100000,BR,US,Medium,remote
2022,Mid,FT,Machine Learning Scientist,153000,USD,153000,US,US,Medium,hybrid
2022,Entry,FT,Data Engineer,52800,EUR,58035,PK,DE,Medium,remote
2022,Senior,FT,Data Scientist,165000,USD,165000,US,US,Medium,remote
2022,Senior,FT,Research Scientist,85000,EUR,93427,FR,FR,Large,hybrid
2022,Entry,FT,Data Scientist,66500,CAD,52396,CA,CA,Large,remote
2022,Senior,FT,Machine Learning Engineer,57000,EUR,62651,NL,NL,Large,remote
2022,Mid,FT,Head of Data,30000,EUR,32974,EE,EE,Small,remote
2022,Entry,FT,Data Scientist,40000,USD,40000,JP,MY,Large,remote
2022,Mid,FT,Machine Learning Engineer,121000,AUD,87425,AU,AU,Large,remote
2022,Senior,FT,Data Engineer,115000,USD,115000,US,US,Medium,remote
2022,Entry,FT,Data Scientist,120000,AUD,86703,AU,AU,Medium,hybrid
2022,Mid,FT,Applied Machine Learning Scientist,75000,USD,75000,BO,US,Large,remote
2022,Mid,FT,Research Scientist,59000,EUR,64849,AT,AT,Large,onsite
2022,Entry,FT,Research Scientist,120000,USD,120000,US,US,Large,remote
2022,Mid,FT,Applied Data Scientist,157000,USD,157000,US,US,Large,remote
2022,Entry,FT,Computer Vision Software Engineer,150000,USD,150000,AU,AU,Small,remote
2022,Mid,FT,Business Data Analyst,90000,CAD,70912,CA,CA,Large,hybrid
2022,Entry,FT,Data Engineer,65000,USD,65000,US,US,Small,remote
2022,Senior,FT,Machine Learning Engineer,65000,EUR,71444,IE,IE,Small,remote
2022,Entry,FT,Data Analytics Engineer,20000,USD,20000,PK,PK,Medium,onsite
2022,Mid,FT,Data Scientist,48000,USD,48000,RU,US,Small,remote
2022,Senior,FT,Data Science Manager,152500,USD,152500,US,US,Medium,remote
2022,Mid,FT,Data Engineer,62000,EUR,68147,FR,FR,Medium,remote
2022,Mid,FT,Data Scientist,115000,CHF,122346,CH,CH,Large,onsite
2022,Senior,FT,Applied Data Scientist,380000,USD,380000,US,US,Large,remote
2022,Mid,FT,Data Scientist,88000,CAD,69336,CA,CA,Medium,remote
2022,Entry,FT,Computer Vision Engineer,10000,USD,10000,PT,LU,Medium,remote
2022,Mid,FT,Data Analyst,20000,USD,20000,GR,GR,Small,remote
2022,Senior,FT,Data Analytics Lead,405000,USD,405000,US,US,Large,remote
2022,Mid,FT,Data Scientist,135000,USD,135000,US,US,Large,remote
2022,Senior,FT,Applied Data Scientist,177000,USD,177000,US,US,Large,remote
2022,Mid,FT,Data Scientist,78000,USD,78000,US,US,Medium,remote
2022,Senior,FT,Data Analyst,100000,USD,100000,US,US,Medium,remote
2022,Mid,FT,Data Analyst,85000,USD,85000,CA,CA,Medium,onsite
2022,Mid,FT,Data Analyst,75000,USD,75000,CA,CA,Medium,onsite
2022,Senior,FT,Machine Learning Engineer,214000,USD,214000,US,US,Medium,remote
2022,Senior,FT,Machine Learning Engineer,192600,USD,192600,US,US,Medium,remote
2022,Senior,FT,Data Architect,266400,USD,266400,US,US,Medium,remote
2022,Senior,FT,Data Architect,213120,USD,213120,US,US,Medium,remote
2022,Mid,FT,Data Scientist,141300,USD,141300,US,US,Medium,onsite
2022,Mid,FT,Data Scientist,102100,USD,102100,US,US,Medium,onsite
2022,Senior,FT,Data Analyst,115934,USD,115934,US,US,Medium,remote
2022,Senior,FT,Data Analyst,81666,USD,81666,US,US,Medium,remote
2022,Mid,FT,Data Engineer,206699,USD,206699,US,US,Medium,onsite
2022,Mid,FT,Data Engineer,99100,USD,99100,US,US,Medium,onsite
2022,Senior,FT,Data Engineer,130000,USD,130000,US,US,Medium,remote
2022,Senior,FT,Data Engineer,110500,USD,110500,US,US,Medium,remote
2022,Senior,FT,Data Analyst,99050,USD,99050,US,US,Medium,remote
2022,Senior,FT,Data Engineer,160000,USD,160000,US,US,Medium,remote
2022,Senior,FT,Data Scientist,205300,USD,205300,US,US,Large,onsite
2022,Senior,FT,Data Scientist,176000,USD,176000,US,US,Medium,remote
2022,Senior,FT,Data Scientist,144000,USD,144000,US,US,Medium,remote
2022,Senior,FT,Data Engineer,200100,USD,200100,US,US,Medium,remote
2022,Senior,FT,Data Engineer,145000,USD,145000,US,US,Medium,remote
2022,Senior,FT,Data Engineer,70500,USD,70500,US,US,Medium,onsite
2022,Senior,FT,Data Scientist,205300,USD,205300,US,US,Medium,onsite
2022,Senior,FT,Data Scientist,140400,USD,140400,US,US,Medium,onsite
2022,Senior,FT,Analytics Engineer,205300,USD,205300,US,US,Medium,onsite
2022,Senior,FT,Analytics Engineer,184700,USD,184700,US,US,Medium,onsite
2022,Senior,FT,Data Engineer,175100,USD,175100,US,US,Medium,remote
2022,Senior,FT,Data Engineer,140250,USD,140250,US,US,Medium,remote
2022,Senior,FT,Data Analyst,116150,USD,116150,US,US,Medium,remote
2022,Senior,FT,Data Engineer,54000,USD,54000,US,US,Medium,onsite
2022,Mid,FT,Data Analyst,50000,GBP,65438,GB,GB,Medium,onsite
2022,Senior,FT,Data Analyst,80000,USD,80000,US,US,Medium,remote
2022,Senior,FT,Data Scientist,210000,USD,210000,US,US,Medium,remote
2022,Senior,FT,Data Analyst,69000,USD,69000,US,US,Medium,remote
2022,Senior,FT,Data Analyst,150075,USD,150075,US,US,Medium,remote
2022,Senior,FT,Data Engineer,25000,USD,25000,US,US,Medium,remote
2022,Senior,FT,Data Analyst,126500,USD,126500,US,US,Medium,remote
2022,Senior,FT,Data Analyst,106260,USD,106260,US,US,Medium,remote
2022,Senior,FT,Data Engineer,220110,USD,220110,US,US,Medium,remote
2022,Senior,FT,Data Engineer,160080,USD,160080,US,US,Medium,remote
2022,Senior,FT,Data Analyst,105000,USD,105000,US,US,Medium,remote
2022,Senior,FT,Data Analyst,110925,USD,110925,US,US,Medium,remote
2022,Mid,FT,Data Analyst,35000,GBP,45807,GB,GB,Medium,onsite
2022,Senior,FT,Data Analyst,60000,USD,60000,US,US,Medium,remote
2022,Senior,FT,Data Architect,192564,USD,192564,US,US,Medium,remote
2022,Senior,FT,Data Architect,144854,USD,144854,US,US,Medium,remote
2022,Senior,FT,Data Scientist,150000,USD,150000,US,US,Medium,remote
2022,Senior,FT,Data Analytics Manager,150260,USD,150260,US,US,Medium,remote
2022,Senior,FT,Data Analytics Manager,109280,USD,109280,US,US,Medium,remote
2022,Mid,FT,Data Scientist,160000,USD,160000,US,US,Medium,remote
2022,Mid,FT,Data Scientist,130000,USD,130000,US,US,Medium,remote
2022,Entry,FT,Data Analyst,67000,USD,67000,CA,CA,Medium,onsite
2022,Entry,FT,Data Analyst,52000,USD,52000,CA,CA,Medium,onsite
2022,Senior,FT,Data Engineer,154000,USD,154000,US,US,Medium,remote
2022,Senior,FT,Data Engineer,126000,USD,126000,US,US,Medium,remote
2022,Senior,FT,Data Analyst,129000,USD,129000,US,US,Medium,onsite
2022,Senior,FT,Data Analyst,150000,USD,150000,US,US,Medium,remote
2022,Mid,FT,AI Scientist,200000,USD,200000,IN,US,Large,remote
